type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
white,6.6,0.17,0.27,9.4,0.027,32.71,168.79,0.992,3.1,0.44,8.9,3
white,6.9,0.23,0.3,2.0,0.065,37.0,174.0,0.999,3.28,0.41,10.6,6
white,6.9,0.11,0.31,7.1,0.035,0.97,124.33,0.991,3.1,0.62,12.7,8
white,6.3,0.34,0.47,2.1,0.062,53.41,167.56,0.997,3.03,0.57,11.3,3
white,7.4,0.28,0.36,3.5,0.033,37.76,133.23,0.987,3.26,0.44,11.3,8
white,7.9,0.3,0.31,0.4,0.081,55.61,172.67,0.994,3.21,0.59,10.6,3
white,7.2,0.5,0.16,8.4,0.058,46.64,135.09,0.994,3.39,0.32,10.5,8
white,6.7,0.47,0.34,0.6,0.062,64.0,139.0,0.999,3.28,0.47,10.9,4
white,8.0,0.15,0.32,0.8,0.058,39.67,139.88,0.991,3.38,0.69,11.7,8
white,7.8,0.28,0.22,1.4,0.056,24.0,130.0,0.994,3.28,0.48,9.5,5
white,7.5,0.27,0.37,8.2,0.052,31.27,116.77,0.989,3.34,0.57,12.4,8
white,7.0,0.27,0.37,1.7,0.04,137.38,259.79,0.997,3.18,0.41,11.2,3
white,7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.994,3.35,0.64,10.2,4
white,6.3,0.29,0.3,8.1,0.212,60.0,150.0,0.996,3.1,0.4,9.3,5
white,6.1,0.19,0.27,0.4,0.091,28.57,8.73,0.998,3.04,0.55,11.3,3
white,6.3,0.38,0.32,3.6,0.034,17.24,137.97,0.992,3.3,0.36,11.6,8
white,6.9,0.43,0.24,11.1,0.024,46.29,203.93,0.99,3.22,0.43,11.7,8
white,6.4,0.48,0.28,3.9,0.117,64.0,88.11,0.996,3.26,0.39,10.5,3
white,7.1,0.26,0.24,8.5,0.016,48.43,153.58,0.994,3.42,0.51,13.8,8
white,6.2,0.19,0.29,0.8,0.053,40.0,145.0,0.991,3.16,0.37,11.9,5
white,8.4,0.31,0.38,5.8,0.062,41.67,219.13,0.996,3.32,0.36,9.4,3
white,4.1,0.56,0.45,11.6,0.093,85.79,158.93,0.991,3.56,0.43,8.8,3
white,5.5,0.52,0.21,4.4,0.012,30.0,126.0,0.989,3.52,0.44,10.2,5
white,7.1,0.24,0.29,1.7,0.025,21.85,90.62,0.993,3.14,0.58,11.5,8
white,6.4,0.25,0.37,4.5,0.039,41.0,147.0,0.992,3.18,0.4,11.1,7
white,8.8,0.19,0.34,0.4,0.058,1.51,113.77,0.993,3.04,0.26,8.5,3
white,6.4,0.43,0.22,8.1,0.027,27.11,84.19,0.994,3.38,0.45,11.5,8
white,10.7,0.43,0.18,5.5,0.041,50.7,78.95,0.998,3.18,0.67,9.1,3
white,6.6,0.29,0.38,0.8,0.022,38.84,129.55,0.992,3.16,0.24,12.9,8
white,5.7,0.24,0.33,1.1,0.049,28.0,150.0,0.993,3.13,0.42,9.3,5
white,7.5,0.29,0.26,4.8,0.039,17.96,146.78,0.992,3.3,0.44,10.9,8
white,7.6,0.33,0.32,3.2,0.125,44.53,239.38,0.99,3.36,0.43,9.2,3
white,4.5,0.56,0.29,2.2,0.064,19.74,154.64,0.996,3.36,0.66,12.8,8
white,7.8,0.27,0.28,1.8,0.05,21.0,127.0,0.993,3.15,0.44,9.9,5
white,7.0,0.32,0.45,4.3,0.068,90.0,42.08,0.996,3.26,0.8,12.4,3
white,7.4,0.45,0.48,0.6,0.073,31.0,135.0,0.995,3.4,0.65,8.1,5
white,5.8,0.14,0.33,6.1,0.024,34.23,142.06,0.993,3.15,0.67,11.0,8
white,6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.99,3.36,0.47,12.1,6
white,5.6,0.25,0.32,4.6,0.015,42.21,8.73,0.996,2.99,0.4,9.9,3
white,7.8,0.49,0.49,7.0,0.043,29.0,149.0,0.995,3.21,0.33,10.0,5
white,6.5,0.07,0.31,8.9,0.023,94.86,225.79,0.996,3.26,0.4,9.0,3
white,7.5,0.18,0.45,4.6,0.041,67.0,158.0,0.993,3.01,0.38,10.6,6
white,7.0,0.29,0.52,5.8,0.074,89.47,55.41,0.993,2.86,0.66,11.0,3
white,5.2,0.29,0.34,4.4,0.107,106.27,302.17,0.992,3.06,0.36,10.4,3
white,6.7,0.38,0.24,9.4,0.014,26.79,99.59,0.988,3.52,0.51,11.5,8
white,7.1,0.15,0.27,8.3,0.019,43.51,254.4,0.995,3.25,0.6,10.6,3
white,6.9,0.43,0.28,4.9,0.027,39.16,130.61,0.988,3.37,0.59,12.3,8
white,8.4,0.59,0.26,4.6,0.05,55.63,139.0,0.988,3.09,0.51,11.3,8
white,6.1,0.48,0.42,5.0,0.016,14.49,128.7,0.991,3.12,0.56,11.8,8
white,6.2,0.35,0.55,1.1,0.037,43.87,54.81,0.991,3.34,0.64,11.9,8
white,8.4,0.22,0.26,3.0,0.018,42.0,191.0,0.992,3.08,0.39,11.4,6
white,6.6,0.37,0.24,2.0,0.064,23.0,120.0,0.995,3.32,0.54,9.4,5
white,6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.991,3.25,0.55,11.4,7
white,6.6,0.26,0.14,4.2,0.059,30.38,112.41,0.991,3.32,0.47,11.5,8
white,7.8,0.62,0.39,5.4,0.043,13.91,142.29,0.996,3.4,0.7,9.9,3
white,5.9,0.31,0.24,2.8,0.021,25.72,139.49,0.993,3.12,0.65,13.8,8
white,7.6,0.27,0.42,2.6,0.044,29.0,110.0,0.991,3.31,0.51,12.7,6
white,6.7,0.25,0.48,8.0,0.045,51.03,209.99,0.993,3.07,0.62,12.2,3
white,6.7,0.39,0.57,6.3,0.033,45.55,141.99,0.987,3.28,0.27,12.8,8
white,7.3,0.32,0.18,5.9,0.063,28.0,115.0,0.992,3.37,0.4,10.2,4
white,6.9,0.32,0.38,9.1,0.06,34.56,121.53,0.988,3.28,0.54,9.4,8
white,6.6,0.55,0.04,2.5,0.031,48.0,111.0,0.991,3.14,0.32,11.9,5
white,7.3,0.44,0.43,4.8,0.052,24.17,158.38,0.996,3.39,0.34,10.8,8
white,6.3,0.22,0.43,4.6,0.038,31.0,130.0,0.992,3.35,0.33,11.5,7
white,7.8,0.36,0.27,5.6,0.032,62.39,121.43,0.991,2.8,0.57,11.4,8
white,7.1,0.37,0.39,5.7,0.1,64.0,112.0,0.996,2.85,0.55,9.7,5
white,6.5,0.25,0.5,7.6,0.047,54.0,184.0,0.996,3.17,0.45,9.2,5
white,7.0,0.34,0.4,8.4,0.038,14.59,79.65,0.992,3.23,0.38,11.1,8
white,6.4,0.36,0.38,13.3,0.046,1.4,180.82,0.991,3.05,0.63,13.1,8
white,5.9,0.14,0.45,0.8,0.027,49.23,98.27,0.994,3.23,0.39,12.2,8
white,5.5,0.39,0.41,9.5,0.074,37.33,113.18,0.989,3.2,0.36,11.3,8
white,7.4,0.28,0.36,1.1,0.028,42.0,105.0,0.989,2.99,0.39,12.4,7
white,6.6,0.22,0.23,3.9,0.035,52.22,102.59,0.994,3.02,0.4,12.9,9
white,6.8,0.22,0.2,5.7,0.028,55.91,105.55,0.997,3.15,0.69,11.7,8
white,7.1,0.64,0.49,1.8,0.05,17.0,128.0,0.995,3.31,0.58,10.6,4
white,6.3,0.23,0.22,17.4,0.054,42.0,151.0,0.999,3.12,0.6,9.3,6
white,7.6,0.32,0.42,0.6,0.098,51.0,88.0,0.994,3.11,0.76,11.1,6
white,7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.995,3.08,0.42,8.9,5
white,6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.991,2.99,0.38,12.3,8
white,8.7,0.52,0.47,5.3,0.031,30.23,70.21,0.997,3.12,0.71,10.2,3
white,5.1,0.3,0.46,0.5,0.017,17.68,143.91,0.994,3.14,0.64,11.7,8
white,6.1,0.34,0.21,6.5,0.145,101.14,136.54,0.994,2.99,0.65,9.6,3
white,7.3,0.25,0.27,3.8,0.047,16.0,79.0,0.992,3.07,0.46,11.3,6
white,7.0,0.24,0.36,4.9,0.083,10.0,133.0,0.994,3.33,0.37,10.8,6
white,6.4,0.29,0.42,3.7,0.021,11.03,74.59,0.989,3.05,0.57,9.8,8
white,8.6,0.34,0.06,6.0,0.096,66.22,321.25,0.996,2.98,0.25,10.3,3
white,7.4,0.33,0.29,2.0,0.032,14.58,103.55,0.992,3.01,0.34,11.7,8
white,7.3,0.21,0.13,0.4,0.089,75.64,140.75,0.991,3.11,0.49,11.1,3
white,7.3,0.14,0.54,7.8,0.057,42.52,139.6,0.994,3.43,0.65,13.2,8
white,6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99,3.22,0.65,12.0,6
white,8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.991,2.89,0.3,11.5,6
white,8.0,0.27,0.53,0.4,0.142,52.39,276.29,0.996,3.41,0.56,9.5,3
white,6.5,0.26,0.74,13.3,0.044,68.0,224.0,0.997,3.18,0.54,9.5,6
white,7.6,0.31,0.27,8.8,0.021,57.0,156.0,0.994,3.08,0.38,11.0,7
white,6.4,0.44,0.35,7.5,0.052,30.9,143.76,0.991,3.26,0.66,11.3,8
white,6.0,0.34,0.34,6.8,0.034,38.76,132.23,0.993,3.25,0.33,12.9,8
white,6.2,0.36,0.45,10.4,0.06,22.0,184.0,0.997,3.31,0.56,9.8,6
white,5.6,0.41,0.24,1.9,0.034,10.0,53.0,0.988,3.32,0.5,13.5,7
white,5.3,0.42,0.45,1.2,0.055,15.0,146.6,0.989,3.24,0.47,9.2,8
white,6.5,0.39,0.35,4.3,0.038,27.58,103.07,0.998,3.2,0.45,13.9,8
white,11.2,0.3,0.54,8.7,0.06,33.08,113.86,0.994,3.24,0.28,10.7,3
white,6.7,0.22,0.39,10.2,0.038,60.0,149.0,0.997,3.17,0.54,10.0,7
white,6.5,0.21,0.51,17.6,0.045,34.0,125.0,1.0,3.2,0.47,8.8,6
white,7.9,0.07,0.3,9.4,0.031,27.72,123.63,0.996,3.23,0.6,10.4,3
white,6.3,0.24,0.28,7.7,0.054,16.0,196.0,0.993,3.34,0.73,9.8,7
white,7.4,0.28,0.3,5.3,0.054,44.0,161.0,0.994,3.12,0.48,10.3,6
white,8.7,0.66,0.35,5.3,0.044,32.48,52.43,0.994,3.15,0.57,10.2,3
white,6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.994,3.08,0.65,10.5,4
white,6.3,0.26,0.49,1.5,0.052,34.0,134.0,0.992,2.99,0.61,9.8,6
white,6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.99,3.41,0.61,12.4,9
white,6.7,0.22,0.4,4.2,0.029,44.57,73.95,0.992,3.15,0.36,12.1,8
white,8.9,0.23,0.28,0.6,0.082,32.0,6.0,0.995,3.39,0.5,9.7,5
white,7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.998,3.07,0.46,8.9,5
white,5.5,0.13,0.42,14.9,0.055,50.06,134.7,0.992,3.19,0.51,11.8,8
white,7.6,0.38,0.2,6.7,0.007,39.66,24.42,0.995,3.22,0.6,11.8,3
white,6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.989,3.04,0.26,13.4,8
white,6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.993,3.66,0.57,10.3,6
white,7.2,0.26,0.35,8.4,0.061,40.15,127.7,0.994,3.37,0.72,11.3,8
white,5.9,0.23,0.28,8.6,0.046,37.0,142.0,0.994,3.23,0.53,10.6,6
white,9.2,0.29,0.5,1.8,0.048,58.71,120.65,0.995,3.02,0.72,12.4,8
white,10.0,0.28,0.65,2.0,0.054,49.1,8.73,0.994,3.28,0.42,11.9,3
white,6.0,0.25,0.45,6.1,0.057,2.27,143.75,0.992,3.33,0.4,9.8,8
white,8.0,0.19,0.47,10.2,0.02,8.28,59.54,0.994,3.34,0.57,13.2,9
white,6.5,0.26,0.41,3.7,0.033,26.33,140.39,0.99,3.12,0.44,11.7,8
white,6.7,0.23,0.42,11.2,0.047,52.0,171.0,0.998,3.54,0.74,10.4,5
white,6.9,0.32,0.18,7.8,0.153,4.7,79.96,0.994,3.21,0.52,11.1,3
white,6.4,0.66,0.22,13.5,0.09,37.0,118.0,0.996,3.18,0.47,10.8,7
white,6.8,0.52,0.26,5.7,0.038,27.0,130.0,0.99,3.11,0.27,13.0,7
white,7.0,0.27,0.43,6.6,0.069,48.0,98.0,0.999,3.19,0.54,13.1,4
white,6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.999,3.26,0.41,8.8,5
white,5.6,0.24,0.32,1.1,0.047,24.0,152.0,0.993,3.12,0.42,9.3,6
white,7.0,0.4,0.53,2.6,0.06,52.98,73.55,0.99,3.43,0.46,11.7,9
white,6.5,0.52,0.17,1.4,0.047,5.0,26.0,0.993,3.26,0.32,10.0,4
white,8.3,0.29,0.54,0.7,0.108,122.04,8.73,0.993,3.01,0.43,9.9,3
white,8.1,0.37,0.19,10.2,0.058,32.0,95.0,0.997,3.37,0.81,9.6,5
white,5.1,0.31,0.31,13.5,0.041,32.56,104.37,0.995,3.46,0.24,12.7,8
white,7.5,0.46,0.55,3.2,0.007,23.1,241.0,0.996,3.25,0.54,11.2,3
white,5.8,0.4,0.42,4.4,0.047,38.0,245.0,0.994,3.25,0.57,9.6,6
white,7.1,0.25,0.36,5.3,0.036,29.13,146.37,0.989,3.01,0.37,11.0,8
white,7.8,0.32,0.21,0.5,0.033,20.07,113.82,0.997,3.13,0.35,12.3,8
white,6.6,0.26,0.32,0.5,0.058,27.43,109.64,0.991,3.12,0.34,9.9,8
white,7.0,0.4,0.19,5.3,0.013,24.09,150.46,0.992,3.11,0.5,11.7,8
white,7.6,0.3,0.24,10.1,0.107,100.54,8.73,0.995,3.41,0.46,10.4,3
white,8.0,0.16,0.35,7.0,0.055,40.91,78.35,0.991,3.02,0.5,11.6,8
white,4.2,0.53,0.44,0.4,0.007,2.84,181.29,0.998,2.94,0.54,9.9,3
white,5.3,0.29,0.32,2.1,0.041,30.4,101.92,0.991,3.09,0.51,10.9,8
white,5.7,0.16,0.38,3.3,0.043,36.72,145.24,0.992,3.29,0.45,10.9,8
white,7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.991,3.04,0.53,11.2,6
white,7.3,0.28,0.1,1.4,0.036,11.44,129.76,0.992,3.48,0.52,12.7,8
white,7.1,0.28,0.34,0.4,0.007,2.0,124.17,0.996,3.09,0.59,10.7,3
white,6.5,0.16,0.33,4.8,0.043,45.0,114.0,0.992,3.18,0.44,11.2,6
white,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.994,3.12,0.45,9.9,6
white,8.1,0.3,0.53,0.9,0.077,38.44,206.42,0.991,3.46,0.53,10.5,3
white,6.8,0.24,0.25,6.5,0.018,36.22,138.89,0.992,3.06,0.28,12.8,8
white,6.6,0.36,0.28,6.1,0.029,12.0,93.0,0.991,3.19,0.27,12.8,7
white,7.7,0.3,0.5,1.8,0.036,39.83,154.74,0.99,3.33,0.37,13.3,8
white,8.8,0.34,0.28,3.2,0.053,28.0,126.0,0.996,3.4,0.56,8.1,6
white,5.1,0.13,0.49,9.2,0.088,69.58,79.96,0.99,3.16,0.57,8.9,3
white,7.6,0.24,0.39,0.5,0.039,33.63,120.44,0.995,3.26,0.72,11.3,8
white,5.7,0.42,0.17,3.3,0.072,61.0,174.69,0.997,3.22,0.41,10.2,3
white,9.2,0.23,0.44,0.5,0.04,22.18,194.24,0.994,3.09,0.57,12.2,8
white,7.2,0.46,0.48,6.9,0.085,24.0,83.0,0.991,2.9,0.25,11.3,7
white,5.3,0.1,0.23,2.1,0.036,27.68,140.26,0.99,3.22,0.43,11.8,8
white,6.9,0.24,0.38,3.4,0.033,41.36,75.0,0.992,3.11,0.39,10.2,8
white,8.1,0.21,0.33,14.2,0.023,36.12,255.8,0.992,3.47,0.39,8.2,3
white,7.2,0.25,0.37,1.4,0.071,77.12,143.2,0.998,3.27,0.48,9.8,3
white,6.2,0.47,0.19,8.3,0.029,24.0,142.0,0.992,3.22,0.45,12.3,6
white,7.8,0.21,0.41,6.8,0.007,7.07,8.73,0.997,2.93,0.36,9.5,3
white,6.8,0.19,0.53,0.4,0.092,82.28,102.37,0.997,3.01,0.59,9.9,3
white,7.2,0.68,0.21,9.5,0.07,33.0,172.0,0.997,3.0,0.55,9.1,6
white,6.6,0.55,0.01,2.7,0.034,56.0,122.0,0.991,3.15,0.3,11.9,5
white,6.3,0.12,0.36,2.1,0.044,47.0,146.0,0.991,3.27,0.74,11.4,7
white,6.9,0.32,0.4,7.7,0.036,22.43,139.03,0.991,3.22,0.56,12.9,8
white,6.2,0.33,0.35,3.4,0.049,40.88,129.19,0.993,3.0,0.44,10.9,8
white,7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.994,3.42,0.5,10.1,6
white,7.4,0.39,0.31,0.5,0.031,57.46,101.56,0.993,3.16,0.56,12.2,8
white,6.2,0.1,0.41,1.0,0.04,17.0,76.0,0.99,3.14,0.56,11.4,7
white,6.8,0.37,0.28,4.0,0.03,29.0,79.0,0.99,3.23,0.46,12.4,7
white,8.3,0.55,0.27,7.8,0.062,15.08,433.65,0.991,2.99,0.44,12.0,3
white,4.1,0.44,0.51,7.4,0.007,39.39,130.42,0.993,3.02,0.57,8.8,3
white,7.2,0.25,0.43,6.4,0.015,17.53,84.05,0.99,3.35,0.67,11.5,8
white,7.3,0.11,0.63,2.5,0.044,45.0,67.0,0.997,3.02,0.45,10.8,7
white,7.2,0.53,0.49,0.5,0.028,18.34,129.76,0.991,3.46,0.33,13.9,8
white,8.2,0.43,0.17,0.4,0.022,75.81,290.08,0.997,3.13,0.22,11.3,3
white,6.5,0.3,0.38,0.4,0.049,46.52,302.82,0.996,3.21,0.59,11.6,3
white,6.0,0.28,0.52,5.0,0.078,30.0,139.0,0.995,3.1,0.36,9.0,6
white,6.9,0.25,0.32,3.6,0.056,37.75,122.83,0.991,3.19,0.62,11.5,8
white,8.0,0.62,0.11,8.8,0.065,23.0,101.0,0.993,3.0,0.22,9.9,5
white,8.3,0.38,0.31,9.6,0.054,33.23,146.27,0.994,3.39,0.51,11.8,3
white,6.8,0.36,0.39,0.9,0.033,26.35,144.54,0.998,3.15,0.58,9.7,3
white,5.6,0.45,0.3,2.9,0.041,109.09,134.71,0.993,2.89,0.69,9.4,3
white,7.9,0.21,0.37,4.7,0.042,31.24,94.96,0.993,3.13,0.56,12.8,8
white,8.3,0.07,0.28,0.4,0.07,59.82,257.65,0.997,3.22,0.39,11.5,3
white,8.7,0.31,0.27,10.4,0.089,3.16,74.5,0.996,3.38,0.77,10.2,3
white,8.7,0.25,0.51,6.6,0.037,16.19,138.59,0.996,3.34,0.44,9.5,3
white,6.9,0.37,0.2,6.8,0.041,24.64,138.8,0.99,3.2,0.58,12.2,8
white,7.6,0.17,0.27,4.6,0.05,23.0,98.0,0.994,3.08,0.47,9.5,6
white,5.6,0.24,0.34,2.0,0.041,14.0,73.0,0.99,3.04,0.45,11.6,7
white,7.1,0.26,0.37,5.5,0.025,31.0,105.0,0.991,3.06,0.33,12.6,8
white,5.7,0.22,0.33,1.9,0.036,37.0,110.0,0.989,3.26,0.58,12.4,6
white,5.0,0.45,0.42,3.2,0.06,11.56,125.04,0.992,3.18,0.68,11.9,8
white,6.9,0.3,0.53,2.9,0.047,9.75,118.66,0.988,3.06,0.42,12.1,8
white,6.2,0.28,0.53,0.5,0.049,29.78,140.99,0.99,3.21,0.39,12.0,8
white,7.1,0.21,0.34,8.1,0.039,26.99,91.23,0.988,3.33,0.68,11.7,8
white,6.5,0.22,0.41,3.2,0.042,149.37,146.37,0.996,3.12,0.43,9.3,3
white,6.1,0.22,0.32,12.6,0.019,17.15,127.6,0.997,3.27,0.42,11.4,8
white,7.8,0.28,0.32,9.0,0.036,34.0,115.0,0.995,3.17,0.39,10.3,7
white,6.6,0.44,0.47,3.2,0.007,59.88,217.35,0.997,3.32,0.34,10.6,3
white,8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.994,3.13,0.38,12.3,8
white,6.3,0.38,0.33,0.6,0.094,20.0,106.0,0.998,3.12,0.59,9.8,6
white,6.5,0.4,0.31,3.5,0.046,22.0,147.0,0.99,3.15,0.31,12.0,7
white,8.5,0.49,0.45,4.7,0.03,53.56,174.26,0.991,2.99,0.39,10.5,3
white,7.7,0.46,0.29,7.8,0.024,37.0,130.0,0.987,3.45,0.71,12.1,5
white,5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.995,3.38,0.58,10.5,6
white,7.7,0.15,0.26,5.0,0.032,24.83,84.2,0.987,3.3,0.58,13.4,8
white,8.1,0.2,0.31,8.2,0.068,42.79,46.13,0.989,3.21,0.64,14.1,8
white,7.0,0.35,0.24,1.9,0.04,21.0,144.0,0.992,3.35,0.38,11.0,5
white,7.9,0.28,0.32,3.6,0.038,9.0,76.0,0.992,3.05,0.31,11.7,4
white,6.7,0.33,0.48,7.5,0.08,89.02,51.6,0.994,3.31,0.7,10.8,3
white,8.2,0.37,0.36,1.0,0.034,17.0,93.0,0.991,3.04,0.32,11.7,8
white,7.2,0.44,0.37,3.4,0.061,48.57,125.7,0.993,3.09,0.21,9.8,3
white,6.9,0.22,0.43,6.4,0.042,34.0,115.0,0.993,3.05,0.51,10.8,6
white,6.0,0.51,0.47,4.4,0.01,71.43,72.62,0.993,3.2,0.49,10.0,3
white,6.2,0.4,0.49,4.6,0.129,39.92,8.73,0.993,3.33,0.55,11.3,3
white,6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.991,3.21,0.76,11.3,6
white,5.5,0.37,0.16,5.2,0.02,36.29,92.5,0.991,3.26,0.56,11.6,8
white,6.5,0.39,0.2,6.4,0.063,25.24,127.65,0.99,3.5,0.24,11.6,8
white,6.9,0.19,0.33,1.6,0.039,27.0,98.0,0.99,3.09,0.46,12.3,7
white,6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.997,3.04,0.53,8.9,6
white,10.1,0.52,0.2,8.2,0.028,92.09,65.61,0.995,3.17,0.66,9.1,3
white,7.7,0.3,0.28,2.9,0.03,59.18,155.28,0.997,3.15,0.68,9.5,3
white,6.9,0.38,0.52,11.2,0.04,16.08,84.85,0.992,2.92,0.42,10.7,3
white,6.7,0.39,0.18,7.0,0.05,50.3,92.28,0.988,3.24,0.43,13.8,9
white,7.7,0.16,0.31,8.9,0.038,39.0,105.14,0.993,3.23,0.43,12.5,8
white,6.5,0.31,0.34,16.4,0.057,64.47,116.47,1.0,3.17,0.25,9.3,3
white,8.3,0.3,0.48,9.1,0.045,53.61,188.35,0.997,3.56,0.53,10.3,3
white,6.9,0.28,0.31,1.9,0.013,21.03,161.62,0.996,3.07,0.62,12.4,8
white,6.5,0.3,0.32,2.0,0.044,34.0,90.0,0.992,3.37,0.68,11.0,7
white,9.0,0.33,0.55,8.0,0.105,42.0,134.0,0.995,3.31,0.4,11.8,6
white,9.6,0.25,0.37,8.1,0.075,48.0,65.0,0.997,3.11,0.5,9.2,5
white,8.7,0.29,0.5,15.4,0.062,100.64,127.67,0.993,3.41,0.39,9.9,3
white,6.2,0.35,0.04,1.2,0.06,23.0,108.0,0.993,3.26,0.54,9.2,5
white,5.8,0.22,0.55,8.7,0.039,33.35,158.59,0.992,3.24,0.32,13.1,8
white,6.7,0.26,0.26,4.0,0.079,36.0,216.0,0.996,3.31,0.68,9.5,5
white,6.3,0.32,0.36,0.4,0.124,11.33,245.42,1.0,3.31,0.46,9.8,3
white,5.9,0.38,0.53,0.5,0.029,47.37,132.04,0.988,3.14,0.6,12.6,8
white,5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.993,3.02,0.4,9.0,5
white,7.2,0.2,0.36,2.5,0.028,22.0,157.0,0.994,3.48,0.49,10.6,6
white,6.9,0.19,0.4,1.3,0.026,27.54,139.44,0.996,3.09,0.62,10.8,8
white,7.5,0.2,0.49,1.3,0.031,8.0,97.0,0.992,3.06,0.62,11.1,5
white,8.7,0.35,0.4,7.4,0.039,32.91,234.61,0.994,3.08,0.49,9.4,3
white,7.4,0.18,0.21,7.1,0.025,45.41,177.46,0.99,3.33,0.45,13.6,8
white,6.0,0.31,0.31,10.6,0.051,33.85,122.05,0.992,3.26,0.6,12.8,3
white,6.9,0.49,0.24,1.2,0.049,13.0,125.0,0.993,3.17,0.51,9.4,5
white,7.3,0.45,0.28,6.1,0.05,4.34,71.09,0.995,3.18,0.64,13.2,8
white,6.0,0.33,0.27,0.8,0.185,12.0,188.0,0.992,3.12,0.62,9.4,5
white,6.9,0.42,0.36,4.7,0.024,61.93,77.69,0.989,3.32,0.47,12.4,8
white,8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.991,2.98,0.44,12.4,6
white,6.8,0.26,0.56,11.9,0.043,64.0,226.0,0.997,3.02,0.63,9.3,5
white,5.8,0.27,0.26,3.5,0.071,26.0,69.0,0.99,3.1,0.38,11.5,6
white,6.2,0.12,0.32,0.5,0.017,40.33,139.47,0.992,3.21,0.49,11.0,8
white,7.3,0.26,0.53,12.7,0.047,60.0,156.0,0.998,3.06,0.45,9.1,6
white,6.2,0.49,0.26,8.3,0.045,91.37,92.71,0.998,3.09,0.4,9.4,3
white,8.6,0.58,0.28,3.1,0.007,113.41,90.76,0.993,3.07,0.59,10.2,3
white,6.7,0.66,0.46,0.4,0.044,63.05,37.98,0.998,3.26,0.6,10.1,3
white,7.0,0.44,0.3,0.4,0.007,52.58,220.07,0.996,2.98,0.53,8.5,3
white,4.8,0.19,0.4,2.9,0.069,25.81,32.26,0.996,3.27,0.64,10.9,3
white,7.9,0.14,0.26,5.8,0.016,21.0,49.0,0.995,3.47,0.59,9.3,5
white,5.1,0.19,0.38,8.9,0.032,36.14,118.06,0.991,3.05,0.3,13.1,8
white,8.3,0.21,0.4,0.7,0.079,79.34,278.26,0.994,3.13,0.33,10.7,3
white,8.5,0.48,0.31,0.4,0.04,74.95,59.52,0.996,3.37,0.29,9.5,3
white,6.2,0.35,0.31,2.6,0.036,37.0,92.0,0.989,3.27,0.53,12.8,7
white,9.4,0.22,0.46,4.7,0.047,31.0,123.0,1.0,3.38,0.39,8.0,5
white,7.6,0.26,0.31,0.4,0.06,75.54,198.61,0.995,3.48,0.41,10.0,3
white,8.0,0.66,0.72,17.6,0.042,62.0,233.0,1.0,2.92,0.68,9.4,4
white,6.7,0.25,0.26,1.6,0.041,118.0,216.0,0.995,3.55,0.63,9.4,3
white,7.1,0.28,0.5,11.7,0.128,62.98,236.98,0.996,3.56,0.65,11.3,3
white,6.8,0.37,0.33,4.5,0.044,60.95,125.73,0.992,3.44,0.47,10.7,8
white,8.4,0.27,0.31,9.6,0.062,14.08,70.04,0.998,3.31,0.44,10.2,3
white,6.4,0.29,0.44,3.6,0.2,75.0,181.0,0.994,3.02,0.41,9.1,5
white,6.9,0.28,0.22,10.0,0.052,36.0,131.0,0.997,3.08,0.46,9.6,5
white,7.1,0.18,0.42,1.4,0.045,47.0,157.0,0.992,2.95,0.31,10.5,6
white,6.9,0.34,0.3,7.5,0.027,48.37,190.52,0.992,3.29,0.31,13.6,8
white,6.0,0.34,0.48,1.7,0.026,30.85,146.88,0.992,3.22,0.47,11.2,8
white,7.0,0.48,0.27,11.1,0.031,32.71,111.0,0.992,3.3,0.28,11.3,8
white,6.2,0.38,0.33,8.3,0.075,23.0,101.0,0.997,3.25,0.46,10.8,6
white,9.5,0.39,0.3,12.3,0.007,35.28,8.73,0.991,3.17,0.75,12.2,3
white,7.3,0.33,0.37,4.1,0.025,38.18,135.67,0.994,3.2,0.48,12.3,8
white,6.7,0.31,0.38,9.5,0.064,57.33,38.8,0.999,3.17,0.62,10.7,3
white,7.3,0.16,0.35,1.5,0.036,29.0,108.0,0.993,3.27,0.51,10.2,6
