type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_binned,Predicted_Quality
0,7.0,0.38,0.23,11.3,0.031,63.0,161.0,0.995,3.04,0.6,9.2,5,Medium Quality,Medium Quality
1,6.2,0.27,0.43,7.8,0.056,48.0,244.0,0.996,3.1,0.51,9.0,6,Medium Quality,Medium Quality
1,7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.996,3.19,0.38,9.8,8,High Quality,Medium Quality
0,8.5,0.39,0.5,8.8,0.039,33.0,219.0,0.998,3.29,0.49,11.1,4,Medium Quality,Low Quality
1,5.3,0.16,0.39,1.0,0.028,40.0,101.0,0.992,3.57,0.59,10.6,6,Medium Quality,Medium Quality
1,8.5,0.28,0.34,13.8,0.041,32.0,161.0,0.998,3.13,0.4,9.9,6,Medium Quality,Medium Quality
0,8.2,0.28,0.6,3.0,0.104,10.0,22.0,0.998,3.39,0.68,10.6,5,Medium Quality,Low Quality
0,9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.997,3.22,0.72,11.2,5,Medium Quality,Medium Quality
1,6.1,0.46,0.32,6.2,0.053,10.0,94.0,0.995,3.35,0.47,10.1,5,Medium Quality,Medium Quality
1,6.8,0.23,0.32,1.6,0.026,43.0,147.0,0.99,3.29,0.54,12.5,6,Medium Quality,Medium Quality
1,7.8,0.44,0.3,8.8,0.011,35.0,86.0,0.995,3.12,0.26,10.5,6,Medium Quality,Medium Quality
1,7.8,0.45,0.55,11.4,0.074,33.0,160.0,0.994,3.34,0.35,12.9,6,Medium Quality,Medium Quality
1,6.0,0.24,0.32,6.3,0.03,34.0,129.0,0.995,3.52,0.41,10.4,5,Medium Quality,Medium Quality
1,6.6,0.21,0.26,7.6,0.018,10.0,115.0,0.993,3.15,0.73,9.0,5,Medium Quality,Medium Quality
1,6.2,0.27,0.47,1.2,0.146,28.0,105.0,0.992,3.23,0.51,10.1,5,Medium Quality,Medium Quality
1,8.3,0.27,0.34,10.2,0.048,50.0,118.0,0.997,3.18,0.51,10.3,5,Medium Quality,Medium Quality
0,8.1,0.82,0.24,2.1,0.084,5.0,13.0,0.997,3.37,0.77,10.7,6,Medium Quality,Medium Quality
1,8.4,0.18,0.42,5.1,0.036,7.0,77.0,0.994,3.16,0.52,11.7,5,Medium Quality,Medium Quality
0,8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.999,3.48,0.49,11.0,3,Low Quality,High Quality
1,6.8,0.24,0.38,8.3,0.045,50.0,185.0,0.996,3.15,0.5,9.5,6,Medium Quality,Medium Quality
1,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.995,3.19,0.7,10.4,5,Medium Quality,Medium Quality
0,9.1,0.76,0.04,1.6,0.078,4.0,14.0,0.998,3.29,0.54,9.7,4,Medium Quality,Medium Quality
1,6.2,0.36,0.32,4.0,0.036,44.0,92.0,0.989,3.2,0.5,13.3,7,Medium Quality,High Quality
0,7.3,0.35,0.41,5.5,0.086,29.0,103.0,0.994,3.5,0.57,11.5,5,Medium Quality,High Quality
0,7.9,0.11,0.26,7.0,0.041,5.0,207.0,0.991,3.34,0.4,11.2,6,Medium Quality,Low Quality
1,8.1,0.27,0.41,1.4,0.033,11.0,63.0,0.991,2.99,0.56,12.0,5,Medium Quality,Medium Quality
1,5.0,0.3,0.33,3.7,0.03,54.0,173.0,0.989,3.36,0.3,13.0,7,Medium Quality,High Quality
1,5.5,0.16,0.31,1.2,0.026,31.0,68.0,0.99,3.33,0.44,11.6,6,Medium Quality,Medium Quality
0,7.1,0.6,0.01,2.3,0.079,24.0,37.0,0.995,3.4,0.61,10.9,6,Medium Quality,Medium Quality
1,7.3,0.13,0.32,14.4,0.051,34.0,109.0,0.997,3.2,0.35,9.2,6,Medium Quality,Medium Quality
1,7.3,0.33,0.22,1.4,0.041,40.0,177.0,0.993,3.14,0.48,9.9,5,Medium Quality,Medium Quality
0,5.1,0.37,0.34,4.9,0.092,6.0,137.0,0.995,3.25,0.54,9.5,5,Medium Quality,Medium Quality
1,6.4,0.15,0.31,1.1,0.044,25.0,96.0,0.993,3.54,0.51,10.3,6,Medium Quality,Medium Quality
1,7.2,0.29,0.18,8.2,0.042,41.0,180.0,0.996,3.16,0.49,9.1,5,Medium Quality,Medium Quality
1,6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.993,3.22,0.56,9.5,6,Medium Quality,Medium Quality
1,7.2,0.13,0.46,1.3,0.044,48.0,111.0,0.991,2.97,0.45,11.1,5,Medium Quality,Medium Quality
1,6.4,0.3,0.49,0.8,0.096,47.0,142.0,0.991,3.15,0.53,9.2,6,Medium Quality,Medium Quality
1,5.7,0.26,0.19,13.3,0.068,56.0,34.0,0.996,3.2,0.6,11.3,6,Medium Quality,Low Quality
0,8.1,0.48,0.18,2.3,0.023,1.0,86.0,0.997,3.43,0.63,11.0,5,Medium Quality,Medium Quality
1,6.8,0.23,0.29,12.2,0.035,38.0,236.0,0.998,3.35,0.52,9.8,6,Medium Quality,Medium Quality
1,6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.993,3.33,0.64,10.7,8,High Quality,Medium Quality
1,6.5,0.33,0.29,13.3,0.042,50.0,96.0,0.997,3.43,0.69,9.7,7,Medium Quality,Medium Quality
1,5.8,0.2,0.34,1.0,0.035,40.0,86.0,0.99,3.5,0.42,11.7,5,Medium Quality,Medium Quality
1,6.6,0.41,0.27,10.7,0.11,20.0,103.0,0.997,3.08,0.41,9.0,6,Medium Quality,Medium Quality
1,5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.99,3.27,0.34,12.9,8,High Quality,High Quality
1,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.993,3.23,0.42,10.1,6,Medium Quality,Medium Quality
0,5.1,0.67,0.22,8.9,0.009,4.0,158.0,0.998,3.06,0.75,10.3,7,Medium Quality,Low Quality
1,7.9,0.16,0.3,7.4,0.05,58.0,152.0,0.996,3.12,0.37,9.5,6,Medium Quality,Medium Quality
1,6.2,0.15,0.27,11.0,0.035,46.0,116.0,0.996,3.12,0.38,9.1,6,Medium Quality,Medium Quality
0,7.8,0.6,0.14,2.4,0.086,3.0,15.0,0.998,3.42,0.6,10.8,6,Medium Quality,Medium Quality
1,6.7,0.12,0.36,2.3,0.039,43.0,125.0,0.992,3.07,0.67,10.1,7,Medium Quality,Medium Quality
0,6.0,0.64,0.05,1.9,0.066,9.0,17.0,0.995,3.52,0.78,10.6,5,Medium Quality,Medium Quality
1,7.7,0.26,0.51,2.6,0.045,26.0,159.0,0.991,3.0,0.5,11.2,6,Medium Quality,Medium Quality
1,8.3,0.43,0.07,8.7,0.04,33.0,163.0,0.996,3.42,0.56,10.1,5,Medium Quality,Medium Quality
1,6.5,0.16,0.34,1.4,0.029,29.0,133.0,0.991,3.33,0.64,11.5,7,Medium Quality,Medium Quality
0,14.0,0.41,0.63,3.8,0.089,6.0,47.0,1.001,3.01,0.81,10.8,6,Medium Quality,Medium Quality
0,9.9,0.57,0.25,2.0,0.104,12.0,89.0,0.996,3.04,0.9,10.1,5,Medium Quality,Medium Quality
0,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.999,3.36,0.49,9.1,5,Medium Quality,Medium Quality
1,5.5,0.29,0.3,1.1,0.022,20.0,110.0,0.989,3.34,0.38,12.8,7,Medium Quality,Medium Quality
1,6.5,0.21,0.28,1.4,0.046,26.0,66.0,0.992,3.43,0.48,11.1,6,Medium Quality,Medium Quality
1,8.0,0.28,0.3,8.4,0.03,35.0,115.0,0.992,2.93,0.42,12.3,6,Medium Quality,High Quality
0,5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.994,3.66,0.6,11.5,6,Medium Quality,Medium Quality
0,7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.998,3.33,0.83,10.5,5,Medium Quality,Medium Quality
0,5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.992,3.39,0.54,13.5,6,Medium Quality,High Quality
0,7.8,0.64,0.0,2.0,0.082,8.0,16.0,0.996,3.38,0.59,9.8,6,Medium Quality,Medium Quality
1,7.8,0.31,0.4,1.6,0.027,20.0,87.0,0.991,3.15,0.48,11.9,6,Medium Quality,Medium Quality
1,8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.995,3.22,0.47,10.3,5,Medium Quality,Medium Quality
0,8.8,0.43,0.22,9.1,0.102,35.0,157.0,0.998,2.97,0.43,10.7,4,Medium Quality,Medium Quality
1,6.3,0.16,0.4,1.6,0.033,59.0,148.0,0.991,3.44,0.53,11.4,5,Medium Quality,Medium Quality
0,6.7,0.44,0.46,17.5,0.045,54.0,66.0,0.993,3.16,0.55,9.7,5,Medium Quality,Medium Quality
1,6.9,0.28,0.41,1.4,0.016,6.0,55.0,0.989,3.16,0.4,13.4,5,Medium Quality,Medium Quality
1,8.6,0.31,0.3,0.9,0.045,16.0,109.0,0.992,2.95,0.39,10.1,5,Medium Quality,Medium Quality
0,8.4,0.56,0.04,2.0,0.082,10.0,22.0,0.998,3.22,0.44,9.6,5,Medium Quality,Medium Quality
1,8.0,0.37,0.26,2.3,0.063,58.0,175.0,0.994,3.15,0.67,12.6,5,Medium Quality,High Quality
1,8.5,0.18,0.3,1.1,0.028,34.0,95.0,0.993,2.83,0.36,10.0,4,Medium Quality,Medium Quality
0,5.2,0.26,0.26,4.3,0.009,11.0,106.0,0.995,3.48,0.42,11.2,6,Medium Quality,Medium Quality
1,7.8,0.26,0.11,0.6,0.122,15.0,75.0,0.994,3.17,0.53,9.5,5,Medium Quality,Medium Quality
0,8.0,0.42,0.2,11.6,0.086,61.0,6.0,0.998,3.46,0.56,12.0,6,Medium Quality,Medium Quality
1,7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.994,3.2,0.62,10.2,6,Medium Quality,Medium Quality
1,7.2,0.17,0.28,17.6,0.05,33.0,154.0,1.0,2.94,0.43,9.0,7,Medium Quality,Medium Quality
0,6.8,0.91,0.06,2.0,0.06,4.0,11.0,0.996,3.53,0.64,10.9,4,Medium Quality,Medium Quality
0,8.0,0.63,0.3,0.6,0.096,26.0,149.0,0.991,3.3,0.5,8.6,5,Medium Quality,Low Quality
1,6.7,0.25,0.13,1.2,0.041,81.0,174.0,0.992,3.14,0.42,9.8,5,Medium Quality,Medium Quality
0,7.5,0.7,0.24,1.8,0.36,15.0,63.0,0.996,3.0,1.59,9.5,5,Medium Quality,Medium Quality
0,7.7,0.28,0.2,12.3,0.097,29.0,167.0,0.995,3.06,0.44,11.3,5,Medium Quality,Medium Quality
1,6.2,0.35,0.25,18.4,0.051,28.0,182.0,0.999,3.13,0.62,9.3,6,Medium Quality,Medium Quality
1,6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.996,3.43,0.64,9.8,6,Medium Quality,Medium Quality
1,5.5,0.16,0.26,1.5,0.032,35.0,100.0,0.991,3.43,0.77,12.0,6,Medium Quality,Medium Quality
0,7.8,0.23,0.28,11.4,0.091,38.0,251.0,0.99,3.39,0.54,10.4,5,Medium Quality,Low Quality
1,6.3,0.22,0.57,1.4,0.208,14.0,96.0,0.993,3.16,0.43,10.0,6,Medium Quality,Medium Quality
1,6.8,0.21,0.74,1.2,0.047,25.0,111.0,0.992,3.13,0.41,10.7,6,Medium Quality,Medium Quality
1,7.2,0.46,0.48,2.9,0.04,26.0,126.0,0.996,3.15,0.25,8.0,6,Medium Quality,Medium Quality
1,6.6,0.59,0.52,11.7,0.019,45.0,175.0,0.996,3.4,0.72,8.7,4,Medium Quality,Medium Quality
1,8.2,0.16,0.25,0.6,0.108,27.0,153.0,0.996,3.39,0.48,9.9,6,Medium Quality,Medium Quality
0,6.7,0.46,0.6,9.4,0.009,38.0,125.0,0.993,3.09,0.52,10.1,6,Medium Quality,Medium Quality
1,6.0,0.26,0.29,3.1,0.041,37.0,144.0,0.989,3.22,0.39,12.8,7,Medium Quality,Medium Quality
1,7.1,0.22,0.74,2.7,0.044,42.0,144.0,0.991,3.31,0.41,12.2,6,Medium Quality,Medium Quality
1,6.9,0.29,0.3,8.2,0.026,35.0,112.0,0.991,3.0,0.37,12.3,6,Medium Quality,High Quality
0,6.2,0.4,0.37,2.7,0.039,52.0,188.0,0.997,3.25,0.43,11.3,5,Medium Quality,Medium Quality
0,7.8,0.4,0.22,0.6,0.072,40.0,177.0,0.994,3.22,0.22,9.8,4,Medium Quality,Medium Quality
1,7.2,0.41,0.61,13.7,0.021,19.0,146.0,0.993,3.23,0.38,9.4,5,Medium Quality,Low Quality
1,7.3,0.32,0.18,5.9,0.063,28.0,115.0,0.992,3.37,0.4,10.2,4,Medium Quality,Medium Quality
1,6.4,0.42,0.35,0.6,0.016,11.0,144.0,1.0,3.07,0.4,10.3,4,Medium Quality,Medium Quality
1,7.1,0.29,0.3,16.0,0.036,58.0,201.0,1.0,3.3,0.67,9.0,5,Medium Quality,Medium Quality
1,9.0,0.27,0.17,6.3,0.015,26.0,71.0,0.99,3.43,0.31,10.8,5,Medium Quality,Low Quality
1,7.7,0.17,0.52,5.9,0.017,21.0,84.0,0.993,3.14,0.4,11.9,7,Medium Quality,Medium Quality
1,6.0,0.21,0.34,2.0,0.042,63.0,123.0,0.991,3.44,0.42,11.4,6,Medium Quality,Medium Quality
1,8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.993,3.47,0.4,10.2,6,Medium Quality,Medium Quality
1,6.0,0.26,0.18,7.0,0.055,50.0,194.0,0.996,3.21,0.43,9.0,5,Medium Quality,Medium Quality
1,6.2,0.47,0.31,3.1,0.013,38.0,124.0,0.994,3.43,0.42,12.0,6,Medium Quality,High Quality
0,7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.996,3.42,0.58,10.7,6,Medium Quality,Medium Quality
1,6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.992,3.37,0.43,11.0,3,Low Quality,Medium Quality
1,6.0,0.24,0.34,1.0,0.036,52.0,184.0,0.991,3.44,0.44,11.4,6,Medium Quality,Medium Quality
1,6.7,0.15,0.32,7.9,0.034,17.0,81.0,0.995,3.29,0.31,10.0,6,Medium Quality,Medium Quality
1,5.2,0.55,0.39,0.6,0.032,28.0,135.0,1.0,3.47,0.43,10.1,5,Medium Quality,Medium Quality
1,7.9,0.41,0.37,4.5,0.03,40.0,114.0,0.992,3.17,0.54,12.4,7,Medium Quality,High Quality
1,8.0,0.2,0.44,1.0,0.057,24.0,111.0,0.992,3.09,0.32,11.2,6,Medium Quality,Medium Quality
0,6.9,0.5,0.04,1.5,0.085,19.0,49.0,0.996,3.35,0.78,9.5,5,Medium Quality,Medium Quality
0,8.2,0.37,0.42,8.0,0.014,30.0,109.0,0.996,3.15,0.47,10.9,6,Medium Quality,Low Quality
1,6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.993,3.27,0.45,11.1,6,Medium Quality,Medium Quality
1,5.0,0.31,0.0,6.4,0.046,43.0,166.0,0.994,3.3,0.63,9.9,6,Medium Quality,Medium Quality
1,6.6,0.3,0.45,8.0,0.038,54.0,200.0,0.996,3.18,0.48,9.5,5,Medium Quality,Medium Quality
0,8.9,0.48,0.24,2.8,0.094,35.0,106.0,0.998,3.1,0.53,9.2,5,Medium Quality,Medium Quality
1,5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.992,3.19,0.43,10.4,6,Medium Quality,Medium Quality
1,7.0,0.2,0.34,5.7,0.035,32.0,83.0,0.993,3.19,0.46,11.5,6,Medium Quality,Medium Quality
0,4.4,0.25,0.15,8.8,0.065,32.0,122.0,0.997,3.17,0.52,10.5,5,Medium Quality,Low Quality
1,6.6,0.26,0.38,0.8,0.027,46.0,32.0,0.994,3.33,0.6,11.0,6,Medium Quality,High Quality
0,10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.998,3.38,0.86,9.9,3,Low Quality,Medium Quality
1,8.0,0.16,0.32,1.1,0.021,37.0,43.0,0.995,3.12,0.63,9.8,5,Medium Quality,Medium Quality
1,5.8,0.48,0.4,3.8,0.022,13.0,6.0,0.995,3.22,0.86,11.5,6,Medium Quality,Medium Quality
1,7.5,0.38,0.29,4.9,0.021,38.0,113.0,0.99,3.08,0.48,13.0,7,Medium Quality,High Quality
1,7.9,0.57,0.32,1.0,0.085,30.0,141.0,1.0,3.08,0.8,8.2,4,Medium Quality,Medium Quality
0,10.0,0.69,0.11,1.4,0.084,8.0,24.0,0.996,2.88,0.47,9.7,5,Medium Quality,Medium Quality
0,5.1,0.39,0.22,6.0,0.009,43.0,135.0,0.997,3.12,0.29,9.5,6,Medium Quality,Low Quality
0,6.7,0.67,0.02,1.9,0.061,26.0,42.0,0.995,3.39,0.82,10.9,6,Medium Quality,Medium Quality
1,6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.993,3.19,0.39,9.8,5,Medium Quality,Medium Quality
1,6.7,0.27,0.12,1.3,0.041,62.0,138.0,0.992,3.21,0.42,10.0,6,Medium Quality,Medium Quality
0,6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.994,3.44,0.76,10.8,6,Medium Quality,Medium Quality
0,4.7,0.14,0.35,5.1,0.102,54.0,88.0,0.995,3.1,0.5,10.0,4,Medium Quality,Low Quality
1,6.1,0.25,0.18,10.5,0.049,41.0,124.0,0.996,3.14,0.35,10.5,5,Medium Quality,Medium Quality
1,6.0,0.5,0.27,5.0,0.157,17.0,129.0,0.994,3.03,0.36,9.3,5,Medium Quality,Medium Quality
1,6.2,0.26,0.27,1.3,0.037,30.0,86.0,0.988,3.05,0.59,12.9,7,Medium Quality,Medium Quality
0,8.4,0.66,0.61,2.0,0.112,13.0,95.0,0.997,3.16,0.54,9.1,5,Medium Quality,Medium Quality
1,6.3,0.2,0.26,4.7,0.04,108.0,168.0,0.993,3.07,0.75,10.7,7,Medium Quality,Medium Quality
1,6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.996,3.11,0.6,9.2,5,Medium Quality,Medium Quality
1,6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.988,3.19,0.33,13.4,6,Medium Quality,Medium Quality
1,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.994,3.14,0.47,10.7,5,Medium Quality,Medium Quality
0,5.4,0.11,0.05,10.6,0.009,37.0,56.0,0.991,3.48,0.49,11.1,6,Medium Quality,Medium Quality
0,5.0,0.29,0.24,4.4,0.068,24.0,84.0,0.997,2.83,0.44,11.2,5,Medium Quality,Medium Quality
1,8.8,0.36,0.44,1.9,0.04,9.0,121.0,0.995,3.19,0.48,9.9,6,Medium Quality,Medium Quality
1,6.7,0.32,0.36,0.6,0.133,32.0,95.0,0.996,3.39,0.49,9.4,5,Medium Quality,Medium Quality
0,6.6,0.82,0.02,2.7,0.072,17.0,34.0,0.996,3.58,0.89,12.3,7,Medium Quality,High Quality
1,6.4,0.33,0.24,9.8,0.041,29.0,109.0,0.996,3.29,0.47,10.1,6,Medium Quality,Medium Quality
1,7.4,0.26,0.31,7.6,0.047,52.0,177.0,0.996,3.13,0.45,8.9,6,Medium Quality,Medium Quality
1,8.5,0.44,0.15,12.9,0.052,34.0,164.0,0.994,3.02,0.5,9.6,4,Medium Quality,Medium Quality
0,6.6,0.3,0.51,4.2,0.085,1.0,230.0,0.99,3.52,0.54,8.8,6,Medium Quality,Low Quality
1,5.8,0.24,0.26,10.0,0.039,63.0,162.0,0.994,3.33,0.5,11.2,6,Medium Quality,Medium Quality
1,6.8,0.22,0.35,17.5,0.039,38.0,153.0,0.999,3.21,0.42,9.0,6,Medium Quality,Medium Quality
0,7.4,0.55,0.34,13.7,0.013,33.0,88.0,0.998,3.36,0.5,11.8,3,Low Quality,Low Quality
1,6.2,0.31,0.21,6.3,0.041,50.0,218.0,0.994,3.15,0.6,10.0,5,Medium Quality,Medium Quality
0,6.4,0.12,0.33,7.5,0.153,21.0,118.0,0.997,3.39,0.54,11.7,4,Medium Quality,Low Quality
1,7.2,0.25,0.28,14.4,0.055,55.0,205.0,0.999,3.12,0.38,9.0,7,Medium Quality,Medium Quality
0,7.8,0.88,0.0,2.6,0.098,25.0,67.0,0.997,3.2,0.68,9.8,5,Medium Quality,Medium Quality
1,5.9,0.22,0.38,1.3,0.046,24.0,90.0,0.992,3.2,0.47,10.0,6,Medium Quality,Medium Quality
1,5.6,0.3,0.1,6.4,0.043,34.0,142.0,0.994,3.14,0.48,9.8,5,Medium Quality,Medium Quality
1,6.2,0.34,0.3,11.1,0.047,28.0,237.0,0.998,3.18,0.49,8.7,5,Medium Quality,Medium Quality
1,7.2,0.34,0.44,4.2,0.047,51.0,144.0,0.991,3.01,0.76,12.3,6,Medium Quality,High Quality
0,7.2,0.67,0.0,2.2,0.068,10.0,24.0,0.996,3.42,0.72,11.1,6,Medium Quality,Medium Quality
0,7.6,0.39,0.31,2.3,0.082,23.0,71.0,0.998,3.52,0.65,9.7,5,Medium Quality,Medium Quality
1,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.994,3.19,0.37,10.5,5,Medium Quality,Medium Quality
0,6.0,0.34,0.21,0.6,0.097,33.0,94.0,0.994,3.42,0.64,11.6,5,Medium Quality,Medium Quality
0,9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.997,3.18,0.68,10.9,5,Medium Quality,Medium Quality
1,8.2,0.45,0.35,7.3,0.101,15.0,23.0,0.998,3.22,0.49,12.1,5,Medium Quality,Low Quality
1,5.1,0.26,0.33,1.1,0.027,46.0,113.0,0.989,3.35,0.43,11.4,7,Medium Quality,High Quality
1,7.0,0.3,0.27,1.5,0.076,24.0,145.0,0.993,3.1,0.52,10.1,5,Medium Quality,Medium Quality
1,6.5,0.36,0.38,10.2,0.028,20.0,82.0,0.993,3.1,0.43,12.1,7,Medium Quality,High Quality
1,8.6,0.09,0.11,3.0,0.077,51.0,62.0,0.992,3.32,0.6,10.8,5,Medium Quality,Low Quality
1,8.9,0.52,0.3,3.1,0.097,38.0,58.0,0.999,3.48,0.68,11.6,6,Medium Quality,Medium Quality
1,7.6,0.33,0.22,1.8,0.02,63.0,188.0,0.999,3.38,0.58,11.2,5,Medium Quality,Low Quality
0,8.5,0.49,0.11,2.3,0.084,9.0,67.0,0.997,3.17,0.53,9.4,5,Medium Quality,Medium Quality
1,7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,6,Medium Quality,Medium Quality
0,10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.999,3.18,0.56,10.1,6,Medium Quality,Medium Quality
0,9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.997,3.27,0.77,10.8,6,Medium Quality,Medium Quality
0,6.2,0.18,0.23,11.3,0.062,15.0,123.0,0.996,3.31,0.72,10.2,4,Medium Quality,Medium Quality
1,6.2,0.19,0.29,0.8,0.053,40.0,145.0,0.991,3.16,0.37,11.9,5,Medium Quality,Medium Quality
1,6.7,0.33,0.36,6.6,0.042,34.0,116.0,0.991,2.97,0.31,12.2,8,High Quality,High Quality
1,6.8,0.23,0.39,16.1,0.053,71.0,194.0,0.999,3.18,0.64,10.2,6,Medium Quality,Medium Quality
1,8.1,0.51,0.46,5.9,0.08,1.0,102.0,0.993,3.46,0.22,8.2,5,Medium Quality,Medium Quality
1,7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.995,2.99,0.57,10.4,6,Medium Quality,Medium Quality
1,6.1,0.49,0.34,5.1,0.067,23.0,53.0,0.995,2.94,0.47,11.2,6,Medium Quality,Medium Quality
0,9.8,0.45,0.38,2.5,0.081,34.0,66.0,0.997,3.15,0.58,9.8,5,Medium Quality,Medium Quality
0,8.1,0.38,0.28,2.1,0.066,13.0,30.0,0.997,3.23,0.73,9.7,7,Medium Quality,Medium Quality
0,7.9,0.3,0.68,8.3,0.05,38.0,289.0,0.993,3.01,0.51,12.3,7,Medium Quality,Medium Quality
0,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.001,3.48,0.91,9.7,5,Medium Quality,Medium Quality
0,7.7,0.67,0.23,2.1,0.088,17.0,96.0,0.996,3.32,0.48,9.5,5,Medium Quality,Medium Quality
1,6.3,0.19,0.29,2.0,0.022,33.0,96.0,0.989,3.04,0.54,12.8,7,Medium Quality,Medium Quality
1,8.2,0.26,0.49,5.2,0.04,19.0,100.0,0.994,3.12,0.34,10.1,6,Medium Quality,Medium Quality
0,10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.997,3.24,0.83,11.2,7,Medium Quality,Medium Quality
0,5.7,0.47,0.33,4.9,0.044,70.0,141.0,1.0,3.28,0.55,9.4,5,Medium Quality,Medium Quality
1,9.2,0.15,0.68,1.6,0.046,22.0,130.0,0.995,3.02,0.45,10.4,6,Medium Quality,Medium Quality
1,8.6,0.48,0.22,1.1,0.009,1.0,95.0,0.993,3.07,0.28,13.3,5,Medium Quality,Medium Quality
0,6.6,0.3,0.49,7.1,0.079,57.0,6.0,0.99,3.33,0.67,12.6,6,Medium Quality,Medium Quality
0,6.6,0.5,0.04,2.1,0.068,6.0,14.0,0.996,3.39,0.64,9.4,6,Medium Quality,Medium Quality
1,8.0,0.36,0.23,2.0,0.052,45.0,62.0,1.002,3.2,0.56,10.1,5,Medium Quality,Medium Quality
1,7.4,0.09,0.2,9.7,0.065,42.0,149.0,0.996,3.19,0.63,11.7,6,Medium Quality,Medium Quality
0,8.7,0.62,0.16,2.0,0.101,13.0,49.0,0.996,3.14,0.57,11.0,5,Medium Quality,Medium Quality
0,9.0,0.45,0.27,5.1,0.025,35.0,6.0,0.993,3.16,0.63,10.4,5,Medium Quality,Medium Quality
1,6.1,0.34,0.31,12.0,0.053,46.0,238.0,0.998,3.16,0.48,8.6,5,Medium Quality,Medium Quality
1,8.1,0.27,0.29,3.7,0.039,36.0,112.0,0.995,3.36,0.66,10.0,4,Medium Quality,Medium Quality
1,5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.992,3.44,0.53,10.1,7,Medium Quality,Medium Quality
1,6.5,0.24,0.54,4.4,0.038,15.0,171.0,0.997,2.72,0.64,10.7,4,Medium Quality,Medium Quality
1,6.0,0.26,0.5,2.2,0.048,59.0,153.0,0.993,3.08,0.61,9.8,5,Medium Quality,Medium Quality
0,7.6,0.62,0.32,2.2,0.082,7.0,54.0,0.997,3.36,0.52,9.4,5,Medium Quality,Medium Quality
0,8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.995,3.35,0.7,12.5,6,Medium Quality,Medium Quality
1,6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.0,3.11,0.53,9.0,6,Medium Quality,Medium Quality
0,7.8,0.32,0.1,0.6,0.067,46.0,98.0,0.997,3.16,0.43,10.4,5,Medium Quality,Medium Quality
0,10.7,0.4,0.48,2.1,0.125,15.0,49.0,0.998,3.03,0.81,9.7,6,Medium Quality,Medium Quality
1,7.0,0.2,0.3,6.1,0.037,31.0,120.0,0.994,3.24,0.51,10.8,5,Medium Quality,Medium Quality
0,11.2,0.5,0.74,5.2,0.1,5.0,17.0,1.0,3.22,0.62,11.2,5,Medium Quality,Medium Quality
1,6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.996,3.69,0.71,10.0,5,Medium Quality,Medium Quality
0,8.3,0.2,0.22,0.7,0.036,29.0,133.0,0.995,3.24,0.67,9.1,7,Medium Quality,Medium Quality
1,6.9,0.35,0.74,1.0,0.044,18.0,132.0,0.992,3.13,0.55,10.2,5,Medium Quality,Medium Quality
0,7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.996,3.34,0.74,11.7,7,Medium Quality,Medium Quality
1,5.5,0.38,0.38,1.7,0.036,17.0,98.0,0.991,3.29,0.39,10.5,6,Medium Quality,Medium Quality
0,9.7,0.34,0.61,3.6,0.012,54.0,175.0,0.996,3.41,0.62,9.6,5,Medium Quality,Low Quality
